Region	RegionUID	OperatingUnit	OperatingUnitUID	CountryName	SNU1	SNU1Uid	PSNU	PSNUuid	CurrentSNUPrioritization	typeMilitary	MechanismUID	PrimePartner	FundingAgency	MechanismID	ImplementingMechanismName	dataElementUID	indicator	numeratorDenom	indicatorType	disaggregate	standardizedDisaggregate	categoryOptionComboUID	categoryOptionComboName	Age	Sex	resultStatus	otherDisaggregate	coarseDisaggregate	modality	isMCAD	FY2015Q2	FY2015Q3	FY2015Q4	FY2015APR	FY2016_TARGETS	FY2016Q1	FY2016Q2	FY2016Q3	FY2016Q4	FY2016APR	FY2017_TARGETS	FY2017Q1	FY2017Q2	FY2017Q3	FY2017Q4	FY2017APR	FY2018_TARGETS	FY2018Q1
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	XJZryEMa5Kx	HTS_TST	N	DSD	AgeLessThanTen	AgeLessThanTen	IVBFAjELiBr	1-9	01-09					NULL	N											420							
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	xL16hIdKESd	HTS_TST_POS	N	DSD	IndexMod/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	hslBabVtfA5	20-24, Female, Positive	20-24	Female	Positive			IndexMod	N																	10	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	xwiHCa8AhxM	TX_PVLS	D	DSD	Age Aggregated/Sex/Indication/HIVStatus	Age Aggregated/Sex/Indication/HIVStatus	y7yJFmYbY0s	15+, Routine, Female, Positive	15+	Female	Positive	Routine	TRUE	NULL	N																	880	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	yaa1JOxDEnG	TX_PVLS	D	DSD	AgeAboveTen/Sex/Indication	Age/Sex/Indication/HIVStatus	UUBEV3B8WEs	50+, Male, Routine	50+	Male		Routine		NULL	N															40	40		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	yaa1JOxDEnG	TX_PVLS	D	DSD	AgeAboveTen/Sex/Indication	Age/Sex/Indication/HIVStatus	vuc4xPazwmI	25-49, Male, Routine	25-49	Male		Routine		NULL	N															80	80		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	YNp1Lies2he	HTS_TST_POS	N	DSD	IndexMod/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	E2NnF5pE5K1	15+, Male, Positive	15+	Male	Positive			IndexMod	Y																	20	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	YNp1Lies2he	HTS_TST_POS	N	DSD	IndexMod/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	iSKMmIebK1p	15+, Female, Positive	15+	Female	Positive			IndexMod	Y																	30	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	YQ6L0C0L4O1	TX_PVLS	D	DSD	RoutineTargeted	RoutineTargeted	KyyB4AL3FJS	Targeted				Targeted		NULL	N											720							
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	yXZtvoYQXcD	TX_NEW	N	DSD	Age/Sex/HIVStatus	Age/Sex/HIVStatus	h5FQFklI9Vn	15-19, Male, Positive	15-19	Male	Positive			NULL	N																		10
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	Z6ajFdqTfYf	HTS_TST_NEG	N	DSD	Index/Age/Sex/Result	Modality/Age/Sex/Result	FnHZRFcropp	25-49, Female, Negative	25-49	Female	Negative			Index	N																		10
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	ZCJWodAEjHm	HTS_TST	N	DSD	VCT/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	ShBelJWI7TI	Unknown Age, Male, Positive	Unknown Age	Male	Positive			VCT	Y																		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	AhqNYjuc5ug	TX_RET	N	DSD	AgeAboveTen/Sex	Age/Sex/HIVStatus	yw9GUXoArfi	25-49, Male	25-49	Male				NULL	N											20							
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	aWJbStT7WGl	TX_RET	N	DSD	AgeAboveTen/Sex	Age/Sex/HIVStatus	ImeDNDMtA1B	20-24, Male	20-24	Male				NULL	N															10	10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	aWJbStT7WGl	TX_RET	N	DSD	AgeAboveTen/Sex	Age/Sex/HIVStatus	yw9GUXoArfi	25-49, Male	25-49	Male				NULL	N															20	20		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	BtRz9Luy8Ui	HTS_TST	N	DSD	Index/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	BODl0Rp0Qv6	50+, Female, Negative	50+	Female	Negative			Index	N														10		10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	BxplSX6AMR6	TX_TB	D	DSD	Total Denominator	Total Denominator	HllvX50cXC0	default						NULL	N															680	680		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	CTq7jVHYYEm	PMTCT_STAT_NewlyIdentified_Negative	N	DSD	Total Numerator	Total Numerator	HllvX50cXC0	default			Negative			NULL	N												110	120	100	100	420		120
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	d0YjzvnynTY	HTS_TST	N	DSD	Index/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	QTVjN6VK5He	<15, Unknown Sex	<15	Unknown Sex	Negative			Index	Y														20		20		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	DdhXsxwJdHu	LAB_PTCQI_LAB	N	Not Applicable	HIV DiagnosisParticipPT	HIV DiagnosisParticipPT	HllvX50cXC0	default						NULL	N																	10	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	DOFB0YVZiDO	PMTCT_STAT	N	DSD	Age/KnownNewResult	Age/Sex/KnownNewResult	lNzvF9tuFrB	10-14, Known at Entry Positive	10-14	Female	Positive	Known at Entry		NULL	N																		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	DOFB0YVZiDO	PMTCT_STAT	N	DSD	Age/KnownNewResult	Age/Sex/KnownNewResult	ZCgmwviz446	20-24, Known at Entry Positive	20-24	Female	Positive	Known at Entry		NULL	N												10	10	10		10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	dUM87VF1M8Z	TX_CURR	N	DSD	AgeAboveTen/Sex	Age/Sex/HIVStatus	fwEHTUwtNsS	50+, Male	50+	Male	Positive			NULL	N													60	60	70	70		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	dUM87VF1M8Z	TX_CURR	N	DSD	AgeAboveTen/Sex	Age/Sex/HIVStatus	ImeDNDMtA1B	20-24, Male	20-24	Male	Positive			NULL	N													10	10	10	10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	EkXIKg6Yvzr	HTS_TST_POS	N	DSD	Inpat/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	pPoX6WdTN1o	10-14, Female, Positive	10-14	Female	Positive			Inpat	N																	10	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	FAZ4YQdxV6q	PMTCT_EID_POS	N	DSD	Total Numerator	Total Numerator	HllvX50cXC0	default			Positive			NULL	N																	10	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	fwzcu3dtKrG	HTS_TST	N	DSD	Inpat/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	lTGq7tpNEIh	50+, Male, Positive	50+	Male	Positive			Inpat	N												10				10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	gc4LDXut2JW	HTS_TST_NEG	N	DSD	VCT/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	MBCxSpEpqQ9	25-49, Female, Negative	25-49	Female	Negative			VCT	N												60	90	70	60	270		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	gc4LDXut2JW	HTS_TST_NEG	N	DSD	VCT/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	TDHx9BOctLY	10-14, Female, Negative	10-14	Female	Negative			VCT	N												10	10		10	10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	GEVWHZldt4c	TX_PVLS	N	DSD	RoutineTargeted/HIVStatus	RoutineTargeted/HIVStatus	w7FYbWUfSDS	Targeted, Positive			Positive	Targeted		NULL	N																	130	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	GQ3qZTVk5Du	HTS_TST_NEG	N	DSD	MobileMod/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	cHGZDdZm2Kh	<15, Unknown Sex	<15	Unknown Sex	Negative			MobileMod	Y																	280	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	Gq4WJwwRN3H	HTS_TST	N	DSD	Index/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	ccJzltkt33W	<15, Unknown Sex	<15	Unknown Sex	Positive			Index	Y																	10	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	HClygqtgRlE	HTS_TST	N	DSD	VCT/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	MOgc5CUZPxT	50+, Male, Negative	50+	Male	Negative			VCT	N												20	20	10	10	40		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	Hyvw9VnZ2ch	TX_CURR	N	DSD	Age/Sex/HIVStatus	Age/Sex/HIVStatus	CtnbWoya5d5	1-9, Unknown Sex, Positive	01-09	Unknown Sex	Positive	Unknown Sex		NULL	N																		10
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	iAHNBvtFB7n	TX_TB	D	DSD	Age Aggregated/Sex	Age Aggregated/Sex	sGE1IjFYNjF	<15, Male	<15	Male			TRUE	NULL	N																	110	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	iBWNVnrhgu1	HTS_TST	N	DSD	PMTCT ANC/Age/Result	Modality/Age/Sex/Result	HlCXdIZbQCu	20-24, Negative	20-24		Negative			PMTCT ANC	N																	230	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	IdLZFaPlq1B	HTS_TST_POS	N	DSD	OtherPITC/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	Bjgmk9Rs1c9	<15, Unknown Sex	<15	Unknown Sex	Positive			OtherPITC	Y																	10	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	IeRlONYeEcQ	TX_PVLS	N	DSD	PregnantOrBreastfeeding/Indication/HIVStatus	PregnantOrBreastfeeding/Indication/HIVStatus	b1veZoOczoR	Pregnant, Routine, Positive			Positive	Pregnant Routine		NULL	N																	30	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	Iruk8EnIquW	HTS_TST_NEG	N	DSD	OtherPITC/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	MOgc5CUZPxT	50+, Male, Negative	50+	Male	Negative			OtherPITC	N													120	90	100	300		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	Iruk8EnIquW	HTS_TST_NEG	N	DSD	OtherPITC/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	RWamubq4SlI	20-24, Female, Negative	20-24	Female	Negative			OtherPITC	N													50	180	180	390		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	jf9b5uKzGSY	HTS_TST_NEG	N	DSD	OtherPITC/AgeLessThanTen/Result	Modality/Age/Sex/Result	aGE34A1232w	1-9, Negative	01-09		Negative			OtherPITC	N																	20	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	K3I0l3A6fNt	HTS_TST	N	DSD	VCT/Age/Sex/Result	Modality/Age/Sex/Result	Hbg53zGRcL7	25-49, Male, Positive	25-49	Male	Positive			VCT	N																		10
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	K3I0l3A6fNt	HTS_TST	N	DSD	VCT/Age/Sex/Result	Modality/Age/Sex/Result	HSpL3hSBx6F	50+, Male, Negative	50+	Male	Negative			VCT	N																		10
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	Kriiq5V1LID	HTS_TST_POS	N	DSD	Index/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	Y7O1XuHabt3	20-24, Male, Positive	20-24	Male	Positive			Index	N																	20	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	L8v6oQndf8i	HTS_TST_NEG	N	DSD	VCT/Age/Sex/Result	Modality/Age/Sex/Result	flyE54cGOkr	50+, Female, Negative	50+	Female	Negative			VCT	N																		10
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	l90z8ENl4Nw	HTS_TST_POS	N	DSD	VCT/Age/Sex/Result	Modality/Age/Sex/Result	dZYJREDXbfa	50+, Female, Positive	50+	Female	Positive			VCT	N																		10
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	l90z8ENl4Nw	HTS_TST_POS	N	DSD	VCT/Age/Sex/Result	Modality/Age/Sex/Result	h3WrcUxOPZ2	50+, Male, Positive	50+	Male	Positive			VCT	N																		10
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	lJYVHu7FJq5	HTS_TST	N	DSD	MobileMod/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	ffbPB3l2JGh	15+, Female, Negative	15+	Female	Negative			MobileMod	Y																	1260	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	lSijgGXIX5u	HTS_TST	N	DSD	PMTCT ANC/Age/Result	Modality/Age/Sex/Result	zuDOHA3TLef	<1, Positive	<01		Positive			PMTCT ANC	N																		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	lwpih83Nkwl	TX_PVLS	N	DSD	AgeAboveTen/Sex/Indication	Age/Sex/Indication/HIVStatus	qPmkv1mV5Xb	50+, Female, Routine	50+	Female		Routine		NULL	N															40	40		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	M8ffMkaCv3b	HTS_TST	N	DSD	OtherPITC/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	lWu7SBzobyy	15-19, Male, Negative	15-19	Male	Negative			OtherPITC	N																	250	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	M8ffMkaCv3b	HTS_TST	N	DSD	OtherPITC/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	pPoX6WdTN1o	10-14, Female, Positive	10-14	Female	Positive			OtherPITC	N																	10	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	Ml2nC4THqWW	TX_RET	D	DSD	AgeAboveTen/Sex	Age/Sex/HIVStatus	yw9GUXoArfi	25-49, Male	25-49	Male				NULL	N															30	30		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	No4ae4AkVSC	HTS_TST	N	DSD	Inpat/MostCompleteAgeDisagg	Modality/MostCompleteAgeDisagg	E2NnF5pE5K1	15+, Male, Positive	15+	Male	Positive			Inpat	Y												20				20		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	nqONTgeCelf	HTS_TST_NEG	N	DSD	OtherPITC/Age/Sex/Result	Modality/Age/Sex/Result	BOxW7hCTSjX	15-19, Female, Negative	15-19	Female	Negative			OtherPITC	N																		30
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	nqONTgeCelf	HTS_TST_NEG	N	DSD	OtherPITC/Age/Sex/Result	Modality/Age/Sex/Result	FnHZRFcropp	25-49, Female, Negative	25-49	Female	Negative			OtherPITC	N																		290
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	OdIpt8HdcWf	HTS_TST_POS	N	DSD	MobileMod/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	MdmCNJP0m4l	15-19, Male, Positive	15-19	Male	Positive			MobileMod	N																	10	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	ONfhQOScgvw	HTS_TST_POS	N	DSD	Index/AgeAboveTen/Sex/Result	Modality/Age/Sex/Result	VdWPA7ZsG16	25-49, Female, Positive	25-49	Female	Positive			Index	N														10		10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	orOEDsQrCb0	HTS_TST_NEG	N	DSD	PMTCT ANC/Age/Result	Modality/Age/Sex/Result	pRqdG7xmByt	25-49, Negative	25-49		Negative			PMTCT ANC	N																	260	
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	orqW7wbumRY	TX_NEW	N	DSD	AgeAboveTen/Sex	Age/Sex/HIVStatus	ImeDNDMtA1B	20-24, Male	20-24	Male	Positive			NULL	N													10	10	10	10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	orqW7wbumRY	TX_NEW	N	DSD	AgeAboveTen/Sex	Age/Sex/HIVStatus	PUlS4Wg9doJ	50+, Female	50+	Female	Positive			NULL	N													10	10	10	10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	oxHCcb5bXv0	TX_NEW	N	DSD	MostCompleteAgeDisagg	MostCompleteAgeDisagg	E2NnF5pE5K1	15+, Male, Positive	15+	Male	Positive			NULL	Y																		30
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	oxHCcb5bXv0	TX_NEW	N	DSD	MostCompleteAgeDisagg	MostCompleteAgeDisagg	eg59hJnpUQ5	15+, Female	15+	Female				NULL	Y													20	30	30	70		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Reach	t2mwv65n10Q	The Reach	t2mwv65n10Q	1 - Scale-Up: Saturation		""	The Narrow Sea	USAID	80008	The Narrow Sea	oxHCcb5bXv0	TX_NEW	N	DSD	MostCompleteAgeDisagg	MostCompleteAgeDisagg	IX2pDKU67Yc	<15, Unknown Sex	<15	Unknown Sex				NULL	Y															10	10		
